4s,3p,3d,4d,5d,4f,oxidation_state,temperature,time,CellV [A^3],Df,NASA [m^2/cm^3],density [g/cm^3],total_POV_gravimetric,mc_CRY-chi-1-all,mc_CRY-chi-3-all,mc_CRY-Z-2-all,D_mc_CRY-S-2-all,sum-mc_CRY-chi-0-all,sum-mc_CRY-Z-1-all,lc-Z-2-all,lc-alpha-3-all,D_lc-chi-1-all,D_lc-chi-3-all,D_lc-Z-1-all,D_lc-T-3-all,D_lc-alpha-2-all,func-Z-0-all,func-T-3-all,D_func-chi-1-all,D_func-chi-2-all,D_func-T-3-all,D_func-S-1-all,sum-lc-T-3-all,sum-D_lc-T-2-all,sum-D_lc-S-1-all,sum-func-alpha-3-all,sum-D_func-T-1-all,sum-D_func-T-2-all,sum-D_func-T-3-all,sum-D_func-alpha-2-all,sum-f-lig-T-3,MNC,pure_CO2_kH,pure_CO2_widomHOA,pure_methane_kH,pure_uptake_CO2_298.00_15000,pure_uptake_methane_298.00_580000,logKH_CH4,solvent1,solvent2,solvent3,additive,param3,param4,param5,additive_category,HBA,HBD,LogP
2,6,10,0,0,0,2,110,80.0,5585.45,5.19255,0.0,1.00366,0.565289,22.704,63.7065,3240.0,1.62,43.56,15360,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,-16.0,-0.32,0.0,0.0,0.0,0.0,0.0,4640,-0.953,0.000529677,-32.44652556,1.26e-05,3.305677636,4.381469496,-4.899577756,962,0,0,944,-0.110283159,-0.003003152,0.082883502,2,3,3,2.448200000000001
2,6,10,0,0,0,2,100,72.0,4315.92,3.52628,707.042,1.34479,0.218235,27.72,77.1705,2040.0,5.12,32.67,14040,131.25,184.7475,1.035,1.68,2.25,-3.0,-0.15,132.25,15.375,0.72375,1.63875,0.375,0.1575,204.0,24.0,-0.72,5494.98,-36.0,12.0,6.0,228.0,4440,-0.781,0.00457578,-39.9551231,3.28e-05,3.944214735,3.457035665,-4.483553213,6228,0,0,0,-0.110283159,-0.089079437,0.295377468,1,4,0,-1.0197999999999992
2,6,10,10,0,10,3,95,24.0,10683.0,4.08662,0.0,1.10967,0.471114,28.2918,35.4532,1980.0,4.5,11.9072,28512,106.6666667,151.42,0.534,1.636,1.2,-2.933333333,-5.2,49.0,6.0,0.49,0.49,-4.0,-0.02,100.8,-20.8,-0.288,2006.88,-12.0,-24.0,-48.0,-46.8,3336,-0.522,0.00826556,-47.65727642,1.51e-05,3.637325091,3.311240028,-4.822051044,6228,0,0,0,-0.110283159,-0.092404548,0.344452287,1,3,2,0.95468
2,6,8,0,0,0,2,140,40.0,2233.5,2.46103,37.133,1.34717,0.0270048,31.324,70.6127,1176.0,3.08,14.5924,4256,102.6666667,140.0733333,0.95,2.04,2.0,-0.666666667,-3.333333333,25.58333333,3.0,0.431666667,0.431666667,-2.083333333,-0.018333333,52.0,-4.0,-0.24,250.069,-5.5,-5.5,-12.5,-14.34,3432,-0.51,1.7e-05,-31.63808116,9.98e-07,0.269796178,0.382120039,-6.000831166,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,2,0,2.1435999999999993
2,6,10,0,0,0,2,120,48.0,13666.2,6.80397,0.0,0.728441,0.83293,22.044,64.053,1080.0,3.24,21.78,7440,130.6666667,164.7066667,1.083333333,2.866666667,2.333333333,1.333333333,-2.1,37.66666667,16.0,0.903333333,0.95,0.0,0.1,156.0,20.0,-0.56,2083.44,0.0,-8.0,0.0,-86.4,6872,-0.489,0.000181752,-30.51165893,1.1e-05,1.236396002,5.00249537,-4.957259149,6228,0,0,0,-0.110283159,-0.003003152,0.082883502,1,2,3,2.7175000000000002
2,6,7,0,0,0,2,80,24.0,3319.24,3.46319,466.929,1.38533,0.152614,31.584,54.896,972.0,2.94,14.1376,4212,117.6,132.558,0.908,1.166,2.0,-3.0,-5.78,59.0,15.0,1.083333333,1.923333333,-1.333333333,-0.046666667,32.0,-8.0,-0.16,730.92,-6.666666667,4.0,-5.333333333,-20.0,2296,-0.502,0.000111763,-26.96803498,1.63e-05,1.114361072,1.989631696,-4.788305586,962,12051,0,0,0.223050174,0.011519349,-0.04633881,1,5,3,1.026
2,6,10,10,1,0,3,60,168.0,2800.31,4.86656,0.0,1.1112,0.499496,31.956,42.06,6016.0,4.6,5.76,15872,106.2857143,153.68,0.508571429,1.625714286,1.142857143,-2.857142857,-5.142857143,49.0,28.0,0.49,1.47,-2.0,-0.02,34.28571429,-6.857142857,-0.091428571,1604.32,-4.0,-12.0,-8.0,-46.8,2168,-0.487,0.000558211,-32.56792779,1.7e-05,2.959947217,4.296200942,-4.769515315,6228,702,0,0,0.556383507,-0.002650245,-0.104729799,1,5,5,2.2202
0,0,0,0,0,0,2,110,24.0,2507.98,3.93225,4.0302,0.947393,0.3941973,21.02986667,37.39613333,480.0,2.48,10.2966,2688,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,-12.0,-0.24,0.0,0.0,0.0,0.0,0.0,2760,-0.609,0.0129655,-44.26852359,3.14e-05,6.136110899,5.056560611,-4.502822847,6228,0,0,0,0.389716841,-0.020010434,-0.059007085,1,2,2,2.2362
1,6,10,0,0,0,2,80,72.0,15579.0,7.00733,0.0,0.767126,0.842443,26.144,45.524,696.0,2.44,43.32,11136,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,64.0,6.0,0.89,0.89,-4.0,-0.04,36.0,-12.0,-0.24,718.68,-12.0,-12.0,-24.0,-36.0,6736,-0.416,5.79e-05,-21.28026357,1.73e-05,0.706129655,4.550853011,-4.761417009,962,6228,0,944,0.223050174,0.011519349,-0.04633881,2,5,5,3.5116000000000014
2,6,10,10,0,0,2,80,72.0,4806.49,5.51917,0.0,1.06823,0.377109,33.5296,56.6657,2016.0,4.97,11.4244,8832,105.0,135.0,0.935,1.975,2.0,-1.5,-4.0,29.5,12.5,0.541666667,0.623333333,-2.0,-0.023333333,64.0,-8.0,-0.32,1285.093333,-5.333333333,-5.333333333,-16.0,-36.8,6960,-0.486,9.56e-05,-23.78329869,2.91e-05,1.185451115,4.418976893,-4.535401669,6228,0,0,0,-0.110283159,-0.060386174,0.059925604,1,2,2,2.750000000000001
1,6,10,0,0,0,2,80,72.0,1862.36,6.82741,0.0,1.40599,0.331767,34.77,79.0495,2740.5,3.145,28.88,9396,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,32.0,3.0,0.445,0.445,-2.0,-0.02,24.0,-8.0,-0.16,239.56,-4.0,-4.0,-8.0,-12.0,1512,-0.659,2.49e-05,-17.72542533,1e-05,0.390660986,2.97496564,-4.998430693,962,0,0,944,-0.110283159,0.083073132,-0.129610464,2,4,4,0.4794000000000001
2,6,5,0,0,0,2,95,72.0,29351.2,10.75924,0.0,0.565447,1.23626,23.994,32.49575,1150.0,2.17,28.83,10800,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,49.0,60.0,1.47,5.32,4.0,-0.06,36.0,-12.0,-0.24,3409.92,-12.0,48.0,24.0,-24.0,6732,-0.558,0.00136954,-35.52141805,9.98e-06,4.509646296,4.508825852,-5.000865542,6228,0,0,944,-0.110283159,-0.089079437,0.295377468,2,5,4,3.6862000000000013
1,6,10,0,0,0,2,180,24.0,18267.9,6.52783,0.0,0.879718,0.746557,26.144,45.524,696.0,2.44,43.32,11136,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,-16.0,-0.32,0.0,0.0,0.0,0.0,0.0,2448,-0.431,7.43e-05,-23.60298154,1.7e-05,0.740725058,3.407808506,-4.769441242,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,3,3,0.7812000000000001
2,6,7,0,0,0,2,95,72.0,3871.63,2.40322,152.759,1.29455,0.0751611,24.3648,58.2424,972.0,2.94,14.1376,3240,102.6666667,148.0233333,0.95,2.453333333,2.0,-1.333333333,-3.333333333,32.66666667,12.0,0.653333333,1.773333333,-2.0,-0.026666667,58.0,-6.0,-0.24,1003.44,-8.0,0.0,-12.0,-8.0,3408,-0.505,0.0203438,-49.05396012,4.58e-05,2.634330596,2.065767235,-4.339161074,962,6342,31374,0,0.389716841,0.061818741,-0.217196949,1,3,0,3.2056000000000013
1,6,10,0,0,0,2,120,20.0,2412.25,5.54999,0.0,1.02109,0.384258,19.608,34.143,522.0,1.83,14.44,2784,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,54.0,26.0,1.276666667,2.396666667,2.666666667,-0.053333333,24.0,-8.0,-0.16,1095.066667,-2.666666667,8.0,10.66666667,-23.73333333,2920,-0.471,0.00012112,-25.21887411,2.08e-05,1.567119219,5.059530138,-4.681408734,13387,13387,0,0,-0.110283159,-0.315808646,0.206881893,1,4,2,2.838300000000001
2,6,7,0,0,0,2,105,72.0,2314.44,2.56022,242.514,1.27794,0.095075,24.3648,58.2424,972.0,2.94,14.1376,3240,107.3333333,129.9266667,0.92,1.91,2.0,-2.333333333,-4.666666667,64.0,17.33333333,1.186666667,2.31,-4.666666667,-0.053333333,44.0,-8.0,-0.24,1173.42,-14.0,-12.0,-28.0,-56.8,3464,-0.479,0.000486609,-32.71857108,3.07e-05,1.684794039,1.731197925,-4.512584444,962,6228,0,0,-0.110283159,-0.003003152,0.082883502,1,8,0,3.868800000000003
2,6,10,0,0,0,2,120,72.0,2105.04,3.1465,141.481,1.30552,0.104831,21.384,51.117,1080.0,3.24,10.89,3600,105.0,135.0,0.935,1.975,2.0,-1.5,-4.0,32.0,3.0,0.445,0.445,-2.0,-0.02,64.0,-8.0,-0.32,479.12,-8.0,-8.0,-16.0,-24.0,3056,-0.477,0.000204963,-32.34075577,3.26e-05,1.847672605,3.257891802,-4.486571965,962,0,0,0,-0.110283159,-0.003003152,0.082883502,1,2,0,2.2618
2,6,10,0,0,0,2,160,72.0,1582.29,3.32854,280.025,1.59784,0.11319,21.00685714,54.86485714,1234.285714,3.582857143,19.0575,6180,106.4,61.232,0.748,1.048,1.6,-1.2,-1.64,25.6,2.4,0.356,0.356,-1.6,-0.016,32.0,-4.0,-0.32,479.12,-8.0,-8.0,-16.0,-24.0,1120,-0.527,0.000199653,-32.10465841,2.25e-05,1.158121498,1.750116424,-4.647885044,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,2,1,-0.19529999999999997
2,6,10,10,0,0,2,100,72.0,2995.44,3.32184,357.268,1.85702,0.0983187,31.00586667,53.98986667,1536.0,3.786666667,17.1366,12288,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,-8.0,-0.16,0.0,0.0,0.0,0.0,0.0,1512,-0.584,0.000167301,-28.35040871,2.26e-05,1.315889746,2.129109471,-4.646378012,962,6228,0,313,-0.110283159,-0.221660742,-0.20352036,2,4,4,0.4794000000000001
2,6,10,0,0,0,2,110,72.0,102500.0,0.0,0.0,0.742862,0.688715,24.32571429,68.57164286,2854.285714,1.62,76.23,28800,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,64.0,29.33333333,1.631666667,4.44,-4.833333333,-0.073333333,144.0,-48.0,-0.96,6945.12,-68.0,-28.0,-116.0,-352.0,44832,-0.677,2.97e-05,-21.57430446,1.13e-05,0.385267344,2.967485373,-4.947459954,6228,0,0,0,-0.110283159,-0.089079437,0.295377468,1,4,2,7.228200000000006
2,6,7,0,0,0,2,140,72.0,4239.52,3.53796,433.936,1.63754,0.113182,32.5616,86.81464,2435.4,4.176,70.688,21276,106.05,144.01775,1.162,1.967,4.3375,-2.3,-6.3825,16.0,1.5,0.2225,0.2225,-1.0,-0.01,157.2,-25.2,2.012,479.12,-8.0,-8.0,-16.0,-24.0,4896,-0.703,0.000722271,-36.81403217,2.71e-05,1.967856423,1.818172198,-4.566535799,962,0,0,14798,-0.110283159,0.083073132,-0.129610464,0,3,3,0.6652000000000002
2,6,7,0,0,0,2,180,72.0,3647.67,3.6274,687.062,1.30616,0.207923,38.8032,67.5672,1620.0,2.695,28.2752,10368,117.7142857,140.7055357,0.953571429,2.391428571,2.142857143,-3.857142857,-7.285714286,32.0,9.0,0.8,0.89,-1.333333333,0.033333333,66.14285714,-18.14285714,-0.342857143,814.08,-5.333333333,-8.0,-10.66666667,-48.0,4496,-0.531,0.000242499,-26.64041035,5.74e-05,1.978968339,3.282085558,-4.241144857,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,4,3,2.5735
2,6,10,0,0,0,2,100,60.0,5773.81,2.94896,377.097,1.29015,0.153299,27.72,55.209,1080.0,3.24,21.78,9360,107.3333333,129.9266667,0.92,1.91,2.0,-2.333333333,-4.666666667,70.33333333,13.33333333,1.116666667,1.56,-5.333333333,-0.046666667,88.0,-16.0,-0.48,2150.928,-28.0,-28.0,-64.0,-80.08,8584,-0.534,0.00111324,-36.52323412,6.35e-05,2.541967221,2.293590722,-4.197101134,6228,0,0,0,-0.110283159,-0.089079437,0.295377468,1,4,2,1.271
2,6,8,0,0,0,2,180,72.0,3373.21,3.87743,119.211,1.20216,0.1140779,29.13386667,56.66333333,1008.0,2.64,21.8886,5936,107.8,118.064,0.944,1.51,2.0,-1.6,-1.26,55.0,18.6,1.238,2.246,2.0,-0.052,72.0,-8.0,-0.4,2081.96,-8.0,22.0,20.0,-59.4,4236,-0.402,0.000201194,-33.11091667,9.7e-06,1.492242392,1.407323563,-5.013359469,962,0,0,14798,-0.110283159,0.083073132,-0.129610464,0,3,3,0.7812000000000001
1,6,10,0,0,0,2,85,48.0,20733.2,8.58384,0.0,0.340053,2.46885,26.144,45.524,696.0,2.44,43.32,11136,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,-16.0,-0.32,0.0,0.0,0.0,0.0,0.0,9024,-0.422,1.11e-05,-10.41866588,5.74e-06,0.171016234,3.258588211,-5.241287142,1049,6228,13387,0,0.389716841,-0.144064935,-0.210254069,1,3,3,5.782200000000004
2,6,10,10,0,0,2,180,168.0,2845.42,2.98977,185.105,1.95493,0.0710817,31.00586667,53.98986667,1536.0,3.786666667,17.1366,12288,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,-8.0,-0.16,0.0,0.0,0.0,0.0,0.0,1512,-0.61,0.000187727,-30.72613025,1.7e-05,1.145824281,1.915430587,-4.770822611,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,4,4,0.4794000000000001
2,6,10,10,0,0,2,110,72.0,3821.37,3.45207,122.755,1.53558,0.0567735,27.716,59.5556,2112.0,5.01,22.8488,14592,107.3333333,118.8266667,0.756666667,1.63,1.666666667,-2.666666667,-4.333333333,59.0,12.0,1.083333333,1.48,-1.333333333,-0.046666667,80.0,-20.0,-0.4,1893.6,-16.0,8.0,-16.0,-56.0,5920,-0.919,0.000245824,-34.41606805,2.35e-05,1.067990376,1.908351601,-4.628127129,962,887,0,14798,0.389716841,0.061818741,-0.217196949,0,2,2,1.39142
2,6,10,0,0,0,2,120,120.0,948.298,3.93087,0.0,1.15662,0.405873,25.168,54.549,1280.0,3.653333333,8.1675,3180,102.6666667,82.09,0.608333333,1.45,1.333333333,-1.333333333,-4.633333333,0.0,0.0,0.0,0.0,0.0,0.0,17.33333333,-5.333333333,-0.106666667,0.0,0.0,0.0,0.0,0.0,536,-0.535,0.000133794,-26.02068079,1.91e-05,1.619685796,3.94484361,-4.717858437,6228,0,0,0,-0.110283159,-0.092404548,0.344452287,1,2,2,1.083
0,0,0,0,0,0,2,110,72.0,1321.59,10.76348,0.0,0.91487,0.642343,22.532,34.7281,648.0,3.1,10.2966,2880,106.6666667,147.6933333,0.89,2.49,2.0,-4.666666667,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,-8.0,-0.12,0.0,0.0,0.0,0.0,0.0,750,-0.704,0.000677803,-31.96674678,7.78e-06,5.639245376,3.701983319,-5.108904309,8028,0,0,0,-0.110283159,-0.264697133,-0.344204189,1,4,4,0.49420000000000003
2,6,10,0,0,0,2,100,72.0,1216.67,3.71246,141.755,1.30435,0.10261,20.064,64.317,1440.0,4.32,5.445,1680,101.5,83.62,0.98,0.49,2.0,-1.0,-0.05,49.0,27.0,1.47,2.31,6.0,-0.06,24.0,4.0,-0.16,1068.56,4.0,12.0,24.0,-35.2,1752,-0.286,0.000144103,-30.36020335,4.09e-05,0.922293117,2.27916878,-4.388752659,962,0,0,14798,-0.110283159,-0.003003152,0.082883502,0,2,1,2.8674
2,6,10,10,0,0,3,160,72.0,37072.9,4.35513,0.0,0.853176,0.579412,48.9856,18.156,1176.0,2.6,25.3472,25088,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,-32.0,-0.64,0.0,0.0,0.0,0.0,0.0,8384,-0.481,0.000167826,-26.84832226,3.47e-05,1.553446465,5.906082229,-4.459113934,962,6228,0,0,-0.110283159,0.083073132,-0.129610464,1,2,2,2.750000000000001
2,6,7,0,0,0,2,180,24.0,2538.09,2.84713,134.564,1.34483,0.0676518,36.5472,64.5216,1215.0,3.675,14.1376,4860,117.25,160.16,0.935,1.8,2.0,-2.5,-3.75,49.0,36.0,1.47,2.975,6.0,-0.06,60.0,-9.0,-0.24,2104.56,0.0,24.0,36.0,-55.8,4560,-0.444,0.00022346,-32.09912767,6.3e-05,0.87191035,1.146575125,-4.200453382,962,0,0,14798,-0.110283159,0.083073132,-0.129610464,0,5,2,3.0916000000000015
2,6,10,10,0,0,2,170,168.0,3175.11,2.94053,173.455,2.16298,0.0906989,38.75733333,83.26066667,4992.0,4.733333333,51.4098,46080,112.0,56.18,0.89,0.0,2.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,-48.0,-0.96,0.0,0.0,0.0,0.0,0.0,192,-0.446,2.35e-05,-27.99957312,2.83e-06,0.307305643,1.331151038,-5.547643065,6228,887,0,0,-0.110283159,-0.089079437,0.295377468,1,2,2,-0.8443999999999998
2,6,7,0,0,0,2,90,72.0,1374.76,3.82945,0.0,1.26627,0.218563,31.584,27.448,648.0,1.96,14.1376,4212,105.0,135.0,0.935,1.975,2.0,-1.5,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,-4.0,-0.16,0.0,0.0,0.0,0.0,0.0,1476,-0.413,0.0109733,-43.83262709,5.35e-05,4.272780407,3.743503646,-4.271789112,6228,0,0,0,-0.110283159,-0.089079437,0.295377468,1,2,0,2.1435999999999993
2,6,10,10,0,0,2,160,72.0,3102.4,2.80133,5.99246,1.53568,0.0,37.9912,67.093,5376.0,7.18,11.4244,9984,102.6666667,117.8733333,0.623333333,1.48,1.333333333,-2.0,-2.666666667,32.66666667,10.0,0.98,2.566666667,2.666666667,-0.04,52.0,-8.0,-0.16,485.44,-4.0,36.0,16.0,30.8,1820,-0.497,4.33e-06,-26.60175683,3.85e-07,0.062482599,0.189667572,-6.414326124,962,0,0,8471,-0.110283159,0.083073132,-0.129610464,0,2,2,1.083
2,6,10,10,0,0,2,85,72.0,3248.15,5.15676,0.0,0.856166,0.680148,29.068,55.0264,4608.0,2.84,11.4244,7680,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,64.0,40.0,1.78,5.15,-6.0,-0.08,12.0,-4.0,-0.08,694.3,-6.0,-4.0,-12.0,-32.8,3120,-0.576,0.000903905,-38.87571542,1.22e-05,2.05794895,4.357918219,-4.914638056,6228,0,0,0,-0.110283159,-0.089079437,0.295377468,1,8,4,5.0816000000000034
2,6,10,10,0,0,2,160,60.0,1740.04,3.59297,32.0756,1.83936,0.0288469,23.2544,29.86793333,960.0,2.366666667,17.1366,9216,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,64.0,28.0,1.78,5.15,-2.0,-0.08,24.0,-8.0,-0.16,1149.04,-12.0,-4.0,-8.0,-65.6,2536,-0.588,0.00566922,-48.04672085,2.76e-06,2.036057821,0.708542259,-5.5588235,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,4,3,2.3602000000000007
1,6,10,0,0,0,2,90,72.0,2310.5,3.28798,97.0804,1.54791,0.0463334,28.272,62.6145,1044.0,3.66,28.88,8004,109.6666667,94.8,0.92,1.863333333,2.0,-1.333333333,-3.366666667,49.0,15.0,1.82,1.82,4.0,0.34,64.0,-16.0,-0.48,1802.64,24.0,36.0,48.0,-58.8,2088,-0.409,3.41e-05,-29.9524846,7.47e-06,0.322076916,1.124581406,-5.12665905,962,887,0,0,-0.110283159,0.083073132,-0.129610464,1,2,2,0.5075
2,6,10,0,0,0,2,100,12.0,7561.3,7.81351,12.9001,0.894084,0.4417486,15.048,49.4505,1080.0,3.24,21.78,5040,105.0,116.92,0.98,1.33,2.0,0.0,1.9,49.0,38.25,1.47,3.0975,7.5,-0.06,64.0,0.0,-0.32,3005.88,0.0,30.0,60.0,-82.2,10176,-0.306,0.311027,-59.91440018,1.32e-05,1.833673919,4.463162793,-4.878105455,962,6228,887,0,-0.110283159,-0.003003152,0.082883502,1,7,0,5.713500000000005
1,6,10,0,0,0,2,180,24.0,5511.92,4.93668,0.0,1.18498,0.263599,21.78666667,37.93666667,580.0,2.033333333,43.32,9280,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,64.0,6.0,0.89,0.89,-4.0,-0.04,24.0,-8.0,-0.16,479.12,-8.0,-8.0,-16.0,-24.0,8664,-0.44,0.000249888,-27.42901902,3.96e-05,2.214377608,3.447729092,-4.402538475,962,6228,0,0,-0.110283159,0.083073132,-0.129610464,1,6,6,9.8778
1,6,10,0,0,0,2,150,72.0,4577.36,7.57886,3.47977,0.818244,0.567068,23.104,72.2,1392.0,4.88,21.66,4872,98.0,150.22,0.98,2.17,2.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,-0.48,0.0,0.0,0.0,0.0,0.0,4320,-0.261,4.87e-05,-26.16131464,1.17e-05,0.656716791,4.240346711,-4.93168053,962,0,0,313,-0.110283159,0.083073132,-0.129610464,2,2,0,2.1435999999999993
1,6,10,0,0,0,1,150,72.0,2234.72,3.57569,192.916,1.5953,0.0634991,15.9866,44.156,945.4,3.2,36.1,5626,90.22222222,158.3188889,0.49,1.053888889,1.0,-0.888888889,-4.666666667,32.66666667,12.22222222,0.544444444,0.948888889,-1.0,-0.022222222,66.66666667,-6.666666667,-0.12,1046.853333,-6.666666667,-7.333333333,-6.0,-32.53333333,2940,-0.268,0.000153012,-34.25644108,6.95e-06,0.660716644,0.934694858,-5.158288356,6342,0,0,222,-0.110283159,0.083073132,-0.129610464,0,7,2,2.7757999999999994
1,6,10,0,0,0,2,75,40.0,40224.7,10.92309,0.0,0.435607,1.88326,22.116,39.159,1595.0,2.48,173.28,37584,105.0,107.7266667,0.593333333,1.35,1.333333333,-3.0,-5.3,49.0,12.0,0.49,0.49,-2.0,-0.02,144.0,-40.0,-0.64,4013.76,-24.0,-24.0,-48.0,-93.6,15072,-0.672,2.23e-05,-16.82455432,6.94e-06,0.320119697,3.095198011,-5.158445954,6228,0,0,0,-0.110283159,-0.089079437,0.295377468,1,5,3,1.9301
2,6,8,0,0,0,2,80,72.0,5325.57,5.459,0.0,0.934501,0.348764,29.13386667,66.79906667,1120.0,2.933333333,10.9443,2968,106.0,132.8257143,0.928571429,1.947142857,2.0,-1.857142857,-4.285714286,36.57142857,9.387755102,0.827755102,1.551836735,-1.632653061,-0.003265306,54.0,-8.0,-0.28,779.8571429,-8.571428571,-5.714285714,-11.42857143,-41.82857143,7928,-1.063,4.77e-05,-27.6326889,6.63e-06,0.531751422,2.239433654,-5.178807562,962,6228,0,0,-0.110283159,-0.031695247,0.153714824,1,2,0,2.647000000000001
2,6,10,10,0,0,2,120,72.0,4418.29,3.98908,0.981407,1.3777,0.223459,29.28432,68.3774,5395.2,4.016,28.561,26688,104.6111111,118.2705556,0.678888889,1.5425,1.472222222,-1.888888889,-3.361111111,51.91666667,18.72222222,1.248333333,2.168055556,2.0,-0.051666667,84.66666667,-17.66666667,-0.353333333,2384.046667,-6.0,44.0,24.0,-32.0,4248,-0.706,6.46e-05,-23.74726922,1.64e-05,0.874969962,2.757368202,-4.786237938,6228,887,0,0,-0.110283159,-0.097046499,0.394733864,1,4,1,0.9654999999999999
2,6,7,0,0,0,2,150,60.0,1653.96,4.36754,0.0,1.21214,0.329961,28.63616,67.82288,1296.0,3.772,17.672,4752,123.0833333,86.15416667,0.671666667,1.46,1.416666667,-0.083333333,-2.445833333,52.75,11.375,1.70125,0.3275,-0.125,0.4475,45.33333333,-8.666666667,-0.226666667,998.06,14.0,6.0,-1.0,-9.1,948,-0.479,0.000440601,-35.65564634,1.9e-05,2.233408747,3.330929412,-4.722005935,6228,0,0,0,-0.110283159,-0.089079437,0.295377468,1,3,2,-0.6131000000000002
2,6,10,0,0,0,2,85,16.0,19207.3,11.55698,0.0,0.475086,1.64189,22.704,59.4594,2700.0,2.64,54.45,19200,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,52.75,33.0,1.5875,1.6925,2.0,0.245,96.0,-32.0,-0.64,5292.08,16.0,-8.0,32.0,-211.2,9760,-1.17,0.000100569,-31.70514836,4.71e-06,0.924913213,2.490521184,-5.327294555,12051,0,0,0,-0.110283159,-0.097046499,0.394733864,1,2,3,2.7175000000000002
2,6,8,0,0,0,1,140,48.0,19549.9,7.77882,0.0,0.710367,0.838581,18.1832,47.7309,840.0,2.2,87.5544,14784,101.8181818,141.9181818,0.955454545,2.063636364,2.0,-0.363636364,-3.090909091,53.09090909,23.45454545,0.955454545,0.955454545,-4.727272727,-0.04,196.0,-12.0,-0.88,7408.28,-44.0,-44.0,-104.0,-160.8,15528,-0.426,0.000186825,-30.81238593,4.64e-06,2.388201493,2.507287355,-5.333882804,962,887,0,0,-0.110283159,0.083073132,-0.129610464,1,6,0,3.0576
1,6,10,0,0,0,1,180,72.0,13312.0,3.45398,214.439,1.18884,0.116332,17.328,54.15,1044.0,3.66,28.88,4872,98.0,150.22,0.98,2.17,2.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,-0.48,0.0,0.0,0.0,0.0,0.0,4320,-0.267,0.000385708,-32.93940407,7.09e-05,2.322212341,3.259547152,-4.149174938,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,2,0,2.1435999999999993
2,6,10,10,0,0,2,100,72.0,25922.5,8.26406,0.0,1.01014,0.473972,22.35306667,49.50573333,1536.0,3.786666667,102.8196,52992,109.2,119.59,0.926,1.825,2.0,-2.7,-2.84,55.75,20.1,1.209,2.3325,1.5,-0.051,296.0,-60.0,-1.6,9422.24,-48.0,68.0,60.0,-243.8,27600,-0.553,0.000289736,-34.04361961,8.24e-06,1.099021948,2.744728938,-5.084197191,962,6228,0,0,-0.110283159,-0.221660742,-0.20352036,1,6,0,2.2436999999999996
2,6,10,10,0,0,2,120,96.0,3744.7,3.26866,318.686,1.60287,0.11684,27.13013333,52.1196,4224.0,2.84,17.1366,10752,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,-8.0,-0.16,0.0,0.0,0.0,0.0,0.0,2320,-0.583,0.0135178,-45.70289391,2.08e-05,3.09352814,2.730149706,-4.682078669,31374,0,0,0,-0.110283159,-0.092404548,0.344452287,1,3,3,2.448200000000001
